SubjID,7Networks_LH_Vis_1,7Networks_LH_Vis_2,7Networks_LH_Vis_3,7Networks_LH_Vis_4,7Networks_LH_Vis_5,7Networks_LH_Vis_6,7Networks_LH_Vis_7,7Networks_LH_Vis_8,7Networks_LH_Vis_9,7Networks_LH_SomMot_1,7Networks_LH_SomMot_2,7Networks_LH_SomMot_3,7Networks_LH_SomMot_4,7Networks_LH_SomMot_5,7Networks_LH_SomMot_6,7Networks_LH_DorsAttn_Post_1,7Networks_LH_DorsAttn_Post_2,7Networks_LH_DorsAttn_Post_3,7Networks_LH_DorsAttn_Post_4,7Networks_LH_DorsAttn_Post_5,7Networks_LH_DorsAttn_Post_6,7Networks_LH_DorsAttn_PrCv_1,7Networks_LH_DorsAttn_FEF_1,7Networks_LH_SalVentAttn_ParOper_1,7Networks_LH_SalVentAttn_FrOperIns_1,7Networks_LH_SalVentAttn_FrOperIns_2,7Networks_LH_SalVentAttn_PFCl_1,7Networks_LH_SalVentAttn_Med_1,7Networks_LH_SalVentAttn_Med_2,7Networks_LH_SalVentAttn_Med_3,7Networks_LH_Limbic_OFC_1,7Networks_LH_Limbic_TempPole_1,7Networks_LH_Limbic_TempPole_2,7Networks_LH_Cont_Par_1,7Networks_LH_Cont_PFCl_1,7Networks_LH_Cont_pCun_1,7Networks_LH_Cont_Cing_1,7Networks_LH_Default_Temp_1,7Networks_LH_Default_Temp_2,7Networks_LH_Default_Par_1,7Networks_LH_Default_Par_2,7Networks_LH_Default_PFC_1,7Networks_LH_Default_PFC_2,7Networks_LH_Default_PFC_3,7Networks_LH_Default_PFC_4,7Networks_LH_Default_PFC_5,7Networks_LH_Default_PFC_6,7Networks_LH_Default_PFC_7,7Networks_LH_Default_pCunPCC_1,7Networks_LH_Default_pCunPCC_2,7Networks_RH_Vis_1,7Networks_RH_Vis_2,7Networks_RH_Vis_3,7Networks_RH_Vis_4,7Networks_RH_Vis_5,7Networks_RH_Vis_6,7Networks_RH_Vis_7,7Networks_RH_Vis_8,7Networks_RH_SomMot_1,7Networks_RH_SomMot_2,7Networks_RH_SomMot_3,7Networks_RH_SomMot_4,7Networks_RH_SomMot_5,7Networks_RH_SomMot_6,7Networks_RH_SomMot_7,7Networks_RH_SomMot_8,7Networks_RH_DorsAttn_Post_1,7Networks_RH_DorsAttn_Post_2,7Networks_RH_DorsAttn_Post_3,7Networks_RH_DorsAttn_Post_4,7Networks_RH_DorsAttn_Post_5,7Networks_RH_DorsAttn_PrCv_1,7Networks_RH_DorsAttn_FEF_1,7Networks_RH_SalVentAttn_TempOccPar_1,7Networks_RH_SalVentAttn_TempOccPar_2,7Networks_RH_SalVentAttn_FrOperIns_1,7Networks_RH_SalVentAttn_Med_1,7Networks_RH_SalVentAttn_Med_2,7Networks_RH_Limbic_OFC_1,7Networks_RH_Limbic_TempPole_1,7Networks_RH_Cont_Par_1,7Networks_RH_Cont_Par_2,7Networks_RH_Cont_PFCl_1,7Networks_RH_Cont_PFCl_2,7Networks_RH_Cont_PFCl_3,7Networks_RH_Cont_PFCl_4,7Networks_RH_Cont_Cing_1,7Networks_RH_Cont_PFCmp_1,7Networks_RH_Cont_pCun_1,7Networks_RH_Default_Par_1,7Networks_RH_Default_Temp_1,7Networks_RH_Default_Temp_2,7Networks_RH_Default_Temp_3,7Networks_RH_Default_PFCv_1,7Networks_RH_Default_PFCv_2,7Networks_RH_Default_PFCdPFCm_1,7Networks_RH_Default_PFCdPFCm_2,7Networks_RH_Default_PFCdPFCm_3,7Networks_RH_Default_pCunPCC_1,7Networks_RH_Default_pCunPCC_2
sub-992009,2771,4067,3552,4840,3432,4382,2717,4629,3654,5647,1935,4296,4019,6747,8451,7166,2561,5766,1551,2169,2602,4009,6180,3679,3753,3114,4211,4978,2021,3522,8576,13329,5540,3725,4824,1868,1691,8644,3642,2915,7775,3047,6390,6107,6031,10086,3221,3690,1898,4655,4783,5410,7014,6402,5059,4532,3376,5054,5477,1875,2568,3080,1338,4571,1802,6492,5455,2216,2651,4685,2972,4850,4375,3529,2825,5522,2043,5398,8997,15262,2275,3145,7740,2926,4916,4336,1703,4128,4204,3766,8431,4411,4684,3844,3477,6571,8696,5497,1942,3651,
sub-99201,2868,5498,3338,4498,2959,2682,4121,5518,2872,5468,2433,5445,4613,7484,7791,11000,4181,7161,2203,3447,3147,4418,5958,3906,4727,3926,4885,5895,2544,4310,9040,14468,8504,5190,6278,2015,2139,11692,4787,4021,8110,2974,6794,7888,7056,11465,3278,3737,2047,6358,6580,7625,11315,7213,3944,4068,4380,4028,5437,2223,3469,3471,1685,4493,2756,7261,6153,3816,4395,5503,4655,6431,6343,3753,3352,7002,3009,6283,9450,20642,3459,3732,8408,3834,5321,5296,2500,5487,4786,4235,10381,5448,5339,4315,4209,8445,9847,6523,2460,4981,
sub-992010,2801,3971,3110,4590,2236,3030,3243,5713,2829,3628,1891,3332,3820,5839,7696,7645,1969,5855,1813,2259,2403,3905,4348,2537,3203,2706,3657,4731,1999,3181,7324,14771,7235,4180,4921,1558,1664,7261,2777,3015,9949,2537,5727,5893,6283,8721,2523,2797,1736,4524,4406,5091,7085,6885,2670,3625,3791,3825,5284,2085,2904,3516,1437,4506,2343,7071,5263,2831,2225,4842,3403,5101,3836,2783,3503,5419,2378,4799,7436,17417,2730,3093,6508,2970,4060,4292,1420,3605,3245,3090,7785,3919,4358,3057,2710,5728,7888,3634,1351,2925,
sub-992011,2951,4401,3776,4186,3153,3074,5160,6204,3031,5137,2313,4573,4060,5582,7599,11584,3272,6271,2493,2765,2859,4308,5108,2274,4266,3228,4975,4810,2261,3686,9667,14524,8326,4893,6988,1711,1977,11713,4019,3318,11047,2901,7658,6911,7396,10820,2367,3721,1601,5960,5621,6578,9114,7257,3588,3401,3898,4615,5232,2421,3018,3559,1666,3906,2295,6217,7241,3238,4842,5715,3956,5583,4127,3525,3115,7051,2714,4827,9573,18548,3179,5119,8465,5003,5295,4049,1662,4427,4235,5088,9938,3957,5269,3624,4144,8038,8819,4668,1810,4569,
sub-992012,3599,4325,4255,6242,3434,3858,3946,5997,4346,7328,2514,5815,4569,7511,8494,7943,3207,7154,1848,2728,2953,5780,6152,3867,4745,3619,7495,6748,2388,4139,10142,9511,7603,5367,9267,2094,2633,10562,4589,4387,11094,2528,7833,8323,9158,12761,3887,4764,2383,6213,5826,7271,8331,7245,3969,4779,4937,5474,7241,2505,3836,3647,1736,5262,3087,8556,5745,3261,2529,5501,4564,8720,5251,3756,4216,7010,2922,6608,11396,17944,3760,4752,10259,4909,7068,7220,2590,5689,4872,3788,10208,5441,6692,3400,4791,8938,11989,7945,1902,4533,
sub-992013,2742,3589,4054,4040,3214,4522,3627,6204,3211,4015,2067,3715,3597,5680,6125,7484,2422,5178,1589,2181,2014,4108,4171,2970,3307,3287,3389,3616,1635,3205,6395,11924,7550,3341,5945,1433,1577,7277,3066,3274,8399,2291,6700,5262,5462,8070,2261,2459,1976,4660,4595,4917,7156,6816,4856,4127,4265,2989,4680,1871,2739,2765,1103,3319,1736,5701,4304,2771,3047,4589,3275,4402,4092,2914,3665,5170,2417,4876,6576,16461,3693,3884,6100,3319,4178,3467,1673,4030,3011,3161,7820,3476,3810,2983,3154,5172,7374,4944,1670,3471,
sub-992014,2663,4208,3402,4552,3002,4892,3438,6599,3448,4954,2017,4025,4280,6108,7006,7393,2676,6168,1997,2413,3320,3520,5239,3078,4040,3054,3970,4368,2064,3564,8586,13837,7544,3631,6099,1619,1924,9486,4114,3373,9363,2646,6529,6764,6265,9829,3911,3311,1943,5067,4912,6667,9379,6722,4636,4524,3539,5268,4810,2370,3066,3345,1288,4464,2862,7245,4253,3382,2731,5116,3880,6496,3611,3623,3293,6323,2702,5038,9077,16296,3296,3300,8138,4562,5027,3724,2063,4666,3912,3240,9320,4652,4814,3353,3581,6515,7852,3969,2260,4113,
sub-992015,2757,4428,3728,4255,3029,4282,3062,6431,3460,5372,1960,4048,4007,6145,7051,8080,3077,5564,1633,2000,2061,3982,4250,3275,3645,2977,4553,4950,1933,3013,8210,13721,6596,3419,6700,1768,1830,7900,2636,2475,9667,2863,6704,6609,6406,9461,2575,3056,2054,4846,5359,5735,7404,7501,4600,4598,4516,3958,5504,1923,2748,2975,1542,3512,1699,5877,5620,2457,3494,4990,2767,5295,3633,2998,3161,5734,2236,4255,7500,15081,3909,3424,7283,4100,5139,4437,1574,3978,4047,3603,6868,3915,4252,3457,3559,6410,8617,4103,1849,3791,
sub-992016,3159,4528,3837,4716,2170,3655,4689,5428,3560,5116,1997,3940,4226,7122,7769,9040,2571,6603,1937,2708,2785,4405,4851,2455,4031,3369,5272,5588,1930,3943,8285,12664,7314,4080,6528,1840,1868,7489,3923,3137,8882,2809,7248,6818,7698,11925,2557,3693,2162,5100,5038,5653,8172,6231,3049,4633,3540,4086,5644,2059,3678,3620,1487,4311,2123,6520,4251,2522,2800,5621,4332,6853,5111,4102,3268,6334,2924,5622,8489,16649,3393,3853,8418,3902,5488,5024,2186,5272,3778,4709,9424,4595,5076,3771,3535,6999,9613,5811,2092,3489,
sub-992017,3539,4469,4449,6318,4321,5199,6523,8874,5598,6435,2170,5349,5718,7046,7591,11294,2564,5856,1232,2145,1590,5921,6483,3593,4704,4735,5507,6319,2036,3936,11665,15661,9335,3613,10294,2088,2748,10379,5930,6130,10598,3918,10170,8439,7552,11937,4153,5225,2977,6207,5225,7205,9514,9954,6128,5903,5977,6418,7081,2300,4178,4452,1562,4260,2262,7741,6283,2563,3699,4334,3471,8363,6204,4607,3241,8636,2416,8349,10833,19569,3746,2827,9069,6026,5933,4983,2488,6048,4804,4197,10383,5931,7073,4929,6360,8502,10559,5918,3262,4565,
sub-992018,3443,5457,5407,6293,4110,5286,5385,7656,4449,6941,2634,5708,5204,8178,9216,14052,4214,8509,2392,3715,3537,5055,5137,4718,4757,4712,6365,6968,2333,4234,11559,13379,9972,5671,10323,2608,2888,11459,5975,5488,12025,3884,10454,9474,8511,14111,3745,5141,3235,6806,7555,8692,11423,8796,5488,6534,6113,6485,7598,2928,4484,4117,2417,5905,2446,8189,8148,4342,4275,6534,5091,8603,5607,4765,4818,9374,3212,7353,11293,17995,3440,5073,11006,6747,6706,5685,2953,6030,5017,3910,11857,6429,7099,5398,5944,10135,13669,4573,2826,6376,
sub-992019,2895,4838,4105,4709,3066,3289,4118,5600,3097,6997,2278,4816,3608,4636,7513,9260,2692,7638,2214,3001,3120,5496,4268,3935,4163,4085,3882,5193,1877,3601,9068,12398,7003,4190,5966,1842,1727,8451,4852,4302,9223,2868,7536,7085,7974,11145,2877,2960,1938,5325,5074,7529,8688,6644,3727,3967,3836,4149,6855,2519,3798,3023,1326,3674,1844,6802,5352,3381,4594,5589,4428,6001,4461,3697,4064,6424,2793,5063,9090,15565,2916,4418,9246,4132,6496,4152,1708,4707,3980,3315,8643,5197,5797,3588,3601,7578,9865,4145,1638,3661,
sub-99202,2730,3893,2978,4203,3097,2600,2862,5222,3154,4643,1876,3724,3483,6595,7717,7569,2609,6374,2005,3377,3578,4205,5467,2916,3258,2418,4092,4919,2344,3095,7950,11583,6457,4176,4392,1838,1918,7218,3463,3465,10459,2467,4822,5867,6317,9528,3417,3544,1743,5956,4944,4704,6631,6831,4262,3507,3415,3547,5440,2126,2704,2842,2036,5183,2377,6454,4028,3349,3254,4681,4751,4272,5209,2959,3603,5335,2599,4846,7770,15171,3999,3589,6480,3205,4815,3212,1816,4101,4164,3719,6663,4626,4355,2854,2828,6191,8845,5627,1825,4011,
sub-992020,3499,3943,3362,4957,3421,3987,3245,5985,4416,5556,1870,4124,3967,5996,7100,8725,2633,5785,1583,2330,2663,3552,4982,2920,4280,2738,3910,4820,1798,3615,8282,16034,9004,3339,6004,1732,1907,7699,3592,3065,9538,2493,6674,6550,6545,11413,2708,3552,2103,4608,5578,5598,8438,6647,4128,4466,3891,4987,5808,2040,2615,3290,1560,3951,2242,6531,5183,2718,3849,4650,3975,5676,3468,2871,2729,5966,2036,4371,8275,16835,3222,3768,9398,5092,4567,3131,1761,4560,4053,3090,8083,5232,5221,3433,4169,7908,8454,3172,1970,3783,
sub-992021,3138,4950,3985,4881,3138,4343,4524,6650,3202,6332,2415,4587,3686,7001,8432,12006,2876,7313,2031,3666,2861,5322,6537,4737,5183,4362,5126,6773,2392,3805,10280,16059,8956,4577,7557,2145,2430,11117,5550,5588,13011,3331,8632,8486,7561,11725,3271,4153,2468,7374,6228,7645,9627,6836,4334,5388,4758,4262,6652,2428,3463,3321,1379,4651,1522,8818,6537,3364,3881,6385,4382,6013,4897,4877,3826,7151,3333,6000,10880,17751,4641,5131,9483,5187,6345,5184,2738,5865,4152,5217,11360,6833,7108,4299,4072,8533,9775,5036,2244,4035,
sub-992022,3056,4187,4093,4202,2783,4199,3327,5983,3428,6050,2219,4996,5092,6546,7857,8778,4639,7015,1986,3310,3528,4909,6443,3774,3927,3460,4666,5179,2247,4101,9276,14011,6991,4243,6668,1857,2304,9131,4427,4045,9485,2667,6438,5767,6157,8589,3332,3650,2125,5825,5320,6696,9322,7147,3837,5030,3868,4134,6347,2432,3186,3788,1603,4474,2141,7776,5570,3607,4151,5583,4700,7750,5713,4284,3955,6635,2502,6685,9114,15833,4096,3598,7270,4080,4508,4143,1779,4508,3862,3787,9677,4419,5903,3443,4364,6464,8044,5189,2264,4141,
sub-992024,2846,4061,3078,3993,2556,3560,3475,4157,3172,4942,1793,3852,4341,6195,5946,9638,2864,4824,1824,2465,2084,4077,4290,2943,4054,3200,4247,5430,1901,3751,8686,14923,7662,4842,6255,1422,1747,8070,3971,4290,8945,2729,6597,6814,6157,9980,3361,3604,2071,5199,4641,5374,7945,5629,3273,3855,3183,3775,5502,1942,2822,2978,1269,3629,1542,5776,5835,2244,3403,4806,3105,5446,3869,3484,2952,5607,2290,5463,8530,15938,3827,3693,7425,3682,4521,4922,1718,4875,3833,4450,8136,4669,4803,3265,3991,7060,8635,4705,1924,3807,
sub-992025,3117,4102,3514,4479,2866,3889,3846,6264,4268,6839,2353,5424,4828,6295,8754,9222,3779,5466,1589,2199,2579,5455,5762,4352,4854,4601,4623,6669,2011,4068,9670,13437,8286,3897,7359,2012,2393,9099,4953,4060,7712,2782,8744,7892,8186,10922,3126,3317,2328,5245,5702,6757,9966,7075,4134,4381,3791,4390,7065,2392,3254,3810,1690,4705,2133,7247,5839,2293,2680,4425,3953,6599,4546,3925,3156,7132,2484,5934,9426,14960,3220,3984,9236,5473,6385,4783,2631,5224,3695,4834,9155,6093,5942,3871,4373,7933,11126,5449,2048,4336,
sub-992026,2807,4151,2577,4793,2358,2058,3905,6283,3012,5039,2045,4094,4076,5920,7516,9252,2586,5413,2038,2840,3038,4991,5586,3026,3712,3231,4305,4576,2223,3983,7423,13042,7102,4112,5841,1929,1794,8552,4142,3669,8567,2624,6353,5848,6039,11809,3396,4509,1453,5178,5148,6700,8379,7112,2712,3314,4275,3694,5313,2149,2866,2781,1457,3722,2104,7758,5672,3074,3084,4940,3942,6985,4895,3061,3330,6112,2715,5306,7365,17130,3154,3195,8245,4777,4208,4041,2029,4128,3634,3172,7024,3711,4982,3489,3863,6858,8248,4517,1314,3417,
sub-992027,2620,3723,3224,4965,2809,2577,3134,4938,3701,4669,2072,3695,3590,6364,8018,8527,2435,5319,2077,1996,2508,5204,5465,3602,4277,3253,3907,4774,1857,3318,7891,11163,6388,3700,5586,1452,1990,8245,3855,3554,8383,3030,6900,6986,6481,11958,2918,3546,2049,5080,5126,6223,9526,7394,2673,3723,4236,4211,5243,2025,2561,2652,1679,4249,1727,6504,5473,2151,2392,4141,3549,6387,4436,3375,2880,6964,2353,4979,7978,13984,2999,2819,8893,4911,5881,4195,1886,4563,3764,3635,8771,4701,4855,4086,4392,7157,10396,4515,1979,3969,
sub-992028,3950,4203,2585,5283,3043,2999,3915,7351,4408,6965,2271,4881,4153,8297,9698,11471,3161,6410,3160,2689,4007,5072,7550,4028,4813,4447,5001,6037,3043,4954,11086,16493,7740,4893,7090,2040,2081,9512,4819,4794,10400,3040,7729,8045,7340,10527,3635,3716,2468,6026,6014,6875,10324,9280,3788,3643,6396,5706,6926,2422,3495,4163,1986,5227,2305,8324,6693,3768,3342,5789,4313,5582,5214,3298,4672,6904,3192,7058,11509,17149,3547,4587,9376,5636,5821,5103,2320,5751,5114,3578,8762,6093,5273,4524,4357,8882,10005,5924,2148,5352,
sub-992029,2735,4427,3283,5011,2313,2963,3082,5571,3393,4972,1966,4420,4014,6269,8067,9979,3401,6080,2633,3131,3340,4555,6278,2865,3823,3049,4263,4154,2371,4306,9599,13046,7323,4857,7104,1727,2029,7462,3870,3913,11423,2876,6719,7067,6759,9162,3213,3550,2082,6413,4983,6660,10052,6930,3615,4006,3667,5026,6124,2244,2865,3320,1577,5303,2103,7028,6085,3399,2688,4906,4707,7230,4955,3771,3878,6200,2590,5168,8992,15197,3609,4084,8482,4835,4753,4297,1963,4430,4520,3539,8845,4942,4827,3518,3816,7266,8723,4538,2229,4830,
sub-99203,3136,4768,4135,5078,3668,3738,5220,7308,4439,7508,2323,4864,4863,5966,9225,10847,3241,5996,2076,2352,3515,5575,5728,3788,4323,3663,5021,5902,2337,4011,10285,16369,7247,3726,7741,1930,2223,8698,5342,4741,9739,3056,8046,7080,6514,11601,3900,4895,2475,5979,6119,5997,9958,7412,3798,4088,4812,5937,7723,2656,3556,2897,2009,5348,2502,8720,5085,3701,3175,4784,3321,5930,6045,4819,5447,7631,3539,6500,10334,18603,4294,3748,8642,4647,5694,4515,2408,5038,4123,4234,9953,6674,6607,4350,4710,8264,9684,4915,2289,3944,
sub-992030,2845,3410,3696,4279,2989,2938,3606,6005,2673,5091,2000,3754,2515,4250,5729,7905,1898,4693,853,2213,1732,2569,3611,2112,3702,3544,5387,4997,1840,2215,7482,13854,6536,2692,11226,1489,1494,8173,4367,4449,9588,2545,8774,7045,7895,11657,1930,4016,1545,4883,4720,5719,7418,6081,3659,3827,4455,3582,5095,2101,2320,2847,1635,6021,2257,7177,5919,2937,2103,5218,4543,4710,4699,4090,3087,5528,2274,4566,7999,15246,2877,4660,7392,3526,4822,3586,1374,3695,3559,5629,8830,4296,4703,2963,3303,6721,9258,4589,1546,3579,
sub-992033,2814,4295,3621,4758,3456,3639,3813,5761,3768,4325,2184,5256,4328,6100,7743,10271,2560,6608,2602,3223,3901,5682,6311,3285,4508,3625,4817,5249,2173,3440,9518,12380,8021,4468,7790,1960,2111,9153,3998,4007,10007,2991,7706,7192,7653,11003,3118,3284,2203,6250,5272,5813,8951,6631,4073,4156,4936,5143,5653,2002,2932,2829,1634,4510,1789,6712,6177,2224,4093,5068,3601,6169,6259,4005,3942,7077,2365,5312,10469,16044,3918,3839,8898,5270,5082,4399,2158,4350,3751,3840,10491,5252,5539,3863,4942,7280,7720,4380,2067,5114,
sub-992034,2889,4696,4836,5516,3579,4904,4524,7156,3445,5735,2347,4956,3781,5387,5723,9936,2761,6381,1776,2168,2090,4237,4259,3341,5071,4084,4024,4214,1905,2919,9455,14678,7584,4091,6238,1662,2434,9837,4015,4141,7763,2986,8011,8101,6984,9451,3250,3101,2368,6017,5891,7191,8632,7855,3872,3850,5578,5300,5413,2493,3015,3128,1429,3961,1926,6443,4831,2696,2925,5395,3063,5838,3554,4071,4197,7299,2285,3728,9750,20405,3072,3710,8636,4518,5172,4020,1951,3278,4516,3320,8347,5630,4693,3969,4312,8478,8804,4194,2132,4541,
sub-992037,3025,3397,3377,4153,2633,3493,4840,5466,3002,4602,2174,4262,4014,5538,7116,9213,2618,6226,1522,2651,2688,4809,5717,2529,3728,3019,3665,5336,1969,3650,8543,12896,8417,4101,6449,1669,1860,7244,3879,3579,10374,2704,7642,6930,6793,9953,3022,2847,1772,5304,4942,5668,7691,6837,3464,3605,3555,4068,5672,2160,2966,3131,1489,3450,1757,6417,4789,2604,3655,4698,3844,6210,4748,3595,3446,6219,2495,4984,8540,15304,3271,3598,7554,4532,4649,4425,1704,4320,3609,3303,8590,4433,5140,3519,3617,7053,9137,5021,1687,3958,
sub-992038,3282,5108,4503,5703,3249,3778,4685,6248,4211,6187,1980,4542,3731,7382,9005,9652,2733,5778,2040,2547,2277,4377,5724,3933,4461,3860,4387,5059,2359,3603,9329,14000,9051,4944,7911,1796,2305,9186,3464,4464,9639,3256,7946,6823,6321,10606,2992,3715,2243,5849,5013,7068,8889,8523,4083,4804,5394,4880,6761,2215,2980,3282,1822,4739,2113,8168,6302,2474,2722,5696,3876,6710,4791,4442,3894,6916,2546,5178,10055,16920,3858,4139,8176,5752,4606,5151,2028,4133,4569,4090,9024,5318,6274,4144,4584,7706,8759,4717,1961,4585,
sub-992039,2662,3400,3329,4127,3095,3480,3560,5547,3521,4660,1810,3817,3356,6234,7189,8426,2411,5119,1307,1695,1925,4632,6123,2756,4146,3494,3584,4678,1993,3478,8760,12768,7145,3771,7239,1468,2207,8258,3992,3445,10024,3014,8277,6578,6525,9367,3852,3329,1940,4919,4769,5621,6418,5450,3858,4732,3384,3494,5332,1887,2867,3556,1747,4569,1881,6789,4801,2706,3692,3900,3181,4592,5037,3600,2816,6541,2287,5536,8882,14126,2728,3328,7266,5021,5157,4359,2211,4218,3066,3736,8287,5046,5177,3644,3889,6387,8216,5231,1908,3862,
sub-99204,3147,3918,2423,5045,2308,2800,4358,5447,2794,6056,2200,4727,4968,8567,8628,10356,4174,5296,2933,3141,3217,4956,6522,3384,4535,3710,4489,5590,2341,4326,8518,14760,7727,4624,7332,2041,1859,9974,4429,3888,12043,3529,7883,6959,7501,11216,3111,3662,1952,6583,6029,6565,9643,6727,3753,4012,4461,4691,6255,2208,2940,3362,2157,5097,2412,7702,6562,2909,3917,4732,3512,5370,6525,4368,3898,7219,2751,5878,9246,17676,3260,4412,8719,5198,5311,4257,2150,4841,3997,4135,10746,5840,5514,4218,3785,7155,9747,4811,2243,4775,
sub-992040,2999,4175,3573,4832,3045,3689,5303,4727,3273,5785,1853,3928,4096,5445,6903,9670,2946,5823,1756,2882,2946,4637,4547,3758,4193,3052,4426,5003,2432,2963,8450,14115,8011,3822,6996,1726,1691,8276,3840,3477,9274,3238,7235,7316,7042,8982,2768,2786,1950,5144,5802,5837,8185,6421,4734,4198,3548,4158,5401,2080,2981,3016,1730,4172,2004,6983,5323,2627,2274,4856,4090,4566,5112,4281,3568,6432,2567,4895,8888,16149,3035,4717,7919,3799,4027,3392,2022,4427,4030,4298,9185,4538,5005,3653,3390,7581,8523,4684,2036,4155,
sub-992041,2756,4324,3320,5124,3738,3868,5269,6301,4053,4598,1852,3421,3698,6639,7652,8965,2519,6290,1942,2198,2595,4715,7815,1920,3839,2951,3691,5109,1824,4305,8193,12742,5687,4307,5860,1951,1999,6700,3230,2756,8752,2932,7000,5762,5560,8769,3148,3626,2161,4811,4503,6063,8221,8871,4894,5126,3924,4893,5187,2055,3034,2632,1660,4626,2112,6902,5357,2174,2968,4950,3155,5268,5084,3015,2612,6260,2215,5097,8851,14388,2892,3093,7354,3902,5028,3958,1953,4470,3859,3341,6995,4821,4352,3582,3900,7022,9003,3953,2199,3332,
sub-992042,3211,4795,3677,5968,3256,3263,4846,6057,3588,6783,2257,4153,3907,5910,7655,9623,3091,7648,2602,3197,3722,4428,6158,3325,3953,3361,4078,4664,2515,3613,8570,13427,7363,5333,6103,1997,1961,9059,3400,4240,9160,2698,7321,6413,6749,10892,2634,3341,2010,5443,5170,6949,9770,7907,3400,4091,4724,5343,5716,2013,2772,2694,1508,4963,2771,6830,6266,3772,3879,5684,4612,5565,4828,2900,2725,6310,2730,5159,8855,15313,2490,4541,8184,4766,5205,4297,1812,4224,4278,3696,8357,4647,5069,3712,4265,7124,9413,5033,2203,4939,
sub-992043,3426,5267,4367,5775,3185,3162,4901,6956,4353,5778,2317,4612,5302,7929,9712,10857,4281,7425,2841,2828,3288,5270,6215,3363,4722,4335,4230,5959,2832,4717,9222,14165,8246,3961,5417,2217,2131,10115,5610,5678,11696,3703,7410,7053,7691,11522,3493,3823,2591,6199,6149,7975,11333,8690,4302,4612,5377,4524,6653,2547,3481,4305,1706,5302,2825,6760,6189,3807,2904,6489,4398,6445,4966,3724,3540,7763,3080,6013,9165,17379,4110,4492,7785,4077,5205,5438,2523,5946,4891,4345,10986,5863,5816,4103,4304,7256,9529,5164,2391,4918,
sub-992044,2894,3331,3287,3979,3403,4025,4022,6240,3585,7902,2534,4594,4359,5935,8370,8361,2473,6323,1496,2702,2799,4691,4924,3299,4808,3901,5109,4555,2304,3811,8983,13136,6597,4370,7307,2080,1850,9105,3830,3746,9970,2736,7179,6882,6518,9982,3230,3207,2156,5452,5254,5245,8496,6573,4171,4555,3249,4815,6670,2457,3778,2902,1556,4170,2094,6158,3864,2240,3612,5676,3931,7570,4380,4267,3178,6817,2757,5301,9056,16045,3774,4025,6361,4719,5496,5269,2024,4777,4082,3196,8029,5065,4725,3861,4275,7059,9153,5031,2163,4256,
sub-992045,2965,5039,3378,4877,2848,2698,4810,6043,3203,5566,2333,4244,3717,6690,7901,9402,2882,5894,1920,2557,2542,3865,4459,2993,3937,3436,4835,5517,2173,3265,9115,12934,7811,3763,6638,1813,1782,9725,3854,4056,9934,2845,6961,6984,7345,10441,2087,3033,2009,6251,6003,6762,9238,8244,3474,3790,4085,4562,6557,2483,2752,3201,1655,5734,2361,7286,4877,2709,2468,4207,3324,6219,4047,3343,3338,6386,2566,5488,9460,16412,3801,3077,8375,4328,4790,3785,1689,4258,3586,3547,8288,4467,5357,3608,3525,6899,9281,4015,1872,3974,
sub-99205,2851,3749,3157,4204,3217,2853,3656,6351,3552,5548,2021,4478,3942,6075,7109,9301,2641,5720,1880,1981,1935,5492,5851,3798,4082,3237,3709,5334,2132,3526,8574,13334,8497,4509,6786,1777,1891,9646,5086,4984,9933,2785,6259,6942,6576,9799,3049,2972,1978,4963,5463,5866,9446,6500,3691,3647,4417,4213,5418,2117,3490,3209,1502,3983,2208,6606,5797,3117,3001,5153,3419,7758,4567,4210,3226,6679,2482,5633,8359,16465,3352,4323,6540,4195,4059,3997,2145,4475,3630,3031,8765,4942,5088,3353,4091,6504,7903,4291,2214,4012,
sub-99206,3170,4567,3803,4091,2614,3909,3539,6706,3844,6358,2134,4309,3953,6596,8434,8973,2469,6963,2022,2983,2768,4905,5333,3225,4455,3541,4791,5971,2629,3979,8989,14600,8086,5383,6440,1915,2173,7688,3225,3271,10826,2775,7128,6608,7097,10594,2872,3732,2344,6456,5796,6079,9065,6118,4015,5031,4568,5036,6325,2207,2835,2406,1324,4188,2403,7366,7127,2905,3263,5549,3361,6878,3970,3370,3457,7364,2697,5560,9590,17335,3152,3840,9273,5131,5358,4665,2539,4930,4166,4463,8317,4438,4723,3675,4455,7896,10865,4430,2497,4810,
sub-99207,3237,4001,4136,4775,2915,3273,6000,6533,3411,5327,2367,5026,5054,7151,9257,10275,2977,6760,1927,2968,3231,5824,5956,2841,4626,3930,4349,6281,2520,4587,9790,13673,8294,3968,5506,1825,2257,9254,5851,4516,12826,3306,7717,6650,6241,10574,3544,4527,2056,6729,5014,6868,9921,5996,3780,4448,4014,4742,5662,2498,3225,3042,1383,4254,2247,7951,5304,3043,4343,6619,4971,6327,5185,4168,3623,7664,2987,6153,9451,18788,4651,5330,8307,4597,5767,5036,2448,4988,4040,5233,10412,5332,5659,4567,4728,7069,10676,6163,2243,5166,
