SubjID,7Networks_LH_Vis_1,7Networks_LH_Vis_2,7Networks_LH_Vis_3,7Networks_LH_Vis_4,7Networks_LH_Vis_5,7Networks_LH_Vis_6,7Networks_LH_Vis_7,7Networks_LH_Vis_8,7Networks_LH_Vis_9,7Networks_LH_SomMot_1,7Networks_LH_SomMot_2,7Networks_LH_SomMot_3,7Networks_LH_SomMot_4,7Networks_LH_SomMot_5,7Networks_LH_SomMot_6,7Networks_LH_DorsAttn_Post_1,7Networks_LH_DorsAttn_Post_2,7Networks_LH_DorsAttn_Post_3,7Networks_LH_DorsAttn_Post_4,7Networks_LH_DorsAttn_Post_5,7Networks_LH_DorsAttn_Post_6,7Networks_LH_DorsAttn_PrCv_1,7Networks_LH_DorsAttn_FEF_1,7Networks_LH_SalVentAttn_ParOper_1,7Networks_LH_SalVentAttn_FrOperIns_1,7Networks_LH_SalVentAttn_FrOperIns_2,7Networks_LH_SalVentAttn_PFCl_1,7Networks_LH_SalVentAttn_Med_1,7Networks_LH_SalVentAttn_Med_2,7Networks_LH_SalVentAttn_Med_3,7Networks_LH_Limbic_OFC_1,7Networks_LH_Limbic_TempPole_1,7Networks_LH_Limbic_TempPole_2,7Networks_LH_Cont_Par_1,7Networks_LH_Cont_PFCl_1,7Networks_LH_Cont_pCun_1,7Networks_LH_Cont_Cing_1,7Networks_LH_Default_Temp_1,7Networks_LH_Default_Temp_2,7Networks_LH_Default_Par_1,7Networks_LH_Default_Par_2,7Networks_LH_Default_PFC_1,7Networks_LH_Default_PFC_2,7Networks_LH_Default_PFC_3,7Networks_LH_Default_PFC_4,7Networks_LH_Default_PFC_5,7Networks_LH_Default_PFC_6,7Networks_LH_Default_PFC_7,7Networks_LH_Default_pCunPCC_1,7Networks_LH_Default_pCunPCC_2,7Networks_RH_Vis_1,7Networks_RH_Vis_2,7Networks_RH_Vis_3,7Networks_RH_Vis_4,7Networks_RH_Vis_5,7Networks_RH_Vis_6,7Networks_RH_Vis_7,7Networks_RH_Vis_8,7Networks_RH_SomMot_1,7Networks_RH_SomMot_2,7Networks_RH_SomMot_3,7Networks_RH_SomMot_4,7Networks_RH_SomMot_5,7Networks_RH_SomMot_6,7Networks_RH_SomMot_7,7Networks_RH_SomMot_8,7Networks_RH_DorsAttn_Post_1,7Networks_RH_DorsAttn_Post_2,7Networks_RH_DorsAttn_Post_3,7Networks_RH_DorsAttn_Post_4,7Networks_RH_DorsAttn_Post_5,7Networks_RH_DorsAttn_PrCv_1,7Networks_RH_DorsAttn_FEF_1,7Networks_RH_SalVentAttn_TempOccPar_1,7Networks_RH_SalVentAttn_TempOccPar_2,7Networks_RH_SalVentAttn_FrOperIns_1,7Networks_RH_SalVentAttn_Med_1,7Networks_RH_SalVentAttn_Med_2,7Networks_RH_Limbic_OFC_1,7Networks_RH_Limbic_TempPole_1,7Networks_RH_Cont_Par_1,7Networks_RH_Cont_Par_2,7Networks_RH_Cont_PFCl_1,7Networks_RH_Cont_PFCl_2,7Networks_RH_Cont_PFCl_3,7Networks_RH_Cont_PFCl_4,7Networks_RH_Cont_Cing_1,7Networks_RH_Cont_PFCmp_1,7Networks_RH_Cont_pCun_1,7Networks_RH_Default_Par_1,7Networks_RH_Default_Temp_1,7Networks_RH_Default_Temp_2,7Networks_RH_Default_Temp_3,7Networks_RH_Default_PFCv_1,7Networks_RH_Default_PFCv_2,7Networks_RH_Default_PFCdPFCm_1,7Networks_RH_Default_PFCdPFCm_2,7Networks_RH_Default_PFCdPFCm_3,7Networks_RH_Default_pCunPCC_1,7Networks_RH_Default_pCunPCC_2
sub-35,0.029,0.036,0.038,0.049,0.048,0.036,0.046,0.037,0.041,0.036,0.032,0.035,0.049,0.038,0.037,0.033,0.04,0.034,0.03,0.043,0.049,0.035,0.034,0.051,0.033,0.03,0.037,0.036,0.023,0.042,0.046,0.048,0.034,0.034,0.041,0.038,0.031,0.038,0.036,0.05,0.045,0.048,0.06,0.044,0.056,0.048,0.059,0.059,0.031,0.041,0.025,0.038,0.034,0.051,0.042,0.034,0.035,0.041,0.031,0.03,0.037,0.037,0.041,0.039,0.037,0.04,0.032,0.032,0.031,0.035,0.046,0.032,0.027,0.036,0.042,0.033,0.049,0.047,0.048,0.05,0.079,0.056,0.049,0.041,0.033,0.038,0.029,0.028,0.034,0.042,0.032,0.023,0.02,0.038,0.043,0.046,0.045,0.041,0.026,0.032,
sub-36,0.022,0.034,0.042,0.043,0.042,0.033,0.027,0.029,0.035,0.026,0.031,0.037,0.033,0.022,0.026,0.026,0.023,0.022,0.025,0.026,0.024,0.017,0.02,0.051,0.028,0.024,0.037,0.022,0.015,0.028,0.039,0.036,0.03,0.025,0.031,0.023,0.033,0.029,0.023,0.034,0.043,0.03,0.037,0.037,0.037,0.029,0.02,0.023,0.026,0.035,0.024,0.034,0.028,0.043,0.041,0.029,0.024,0.037,0.023,0.028,0.029,0.022,0.021,0.025,0.017,0.027,0.024,0.02,0.021,0.025,0.031,0.021,0.02,0.036,0.034,0.026,0.018,0.028,0.039,0.037,0.035,0.039,0.043,0.031,0.035,0.032,0.031,0.026,0.03,0.035,0.032,0.023,0.019,0.034,0.03,0.034,0.034,0.028,0.024,0.041,
sub-37,0.018,0.031,0.03,0.037,0.045,0.032,0.028,0.03,0.032,0.031,0.022,0.031,0.031,0.02,0.024,0.027,0.036,0.019,0.018,0.024,0.023,0.023,0.019,0.025,0.023,0.02,0.03,0.02,0.019,0.025,0.033,0.03,0.029,0.021,0.029,0.025,0.029,0.026,0.025,0.032,0.029,0.023,0.03,0.028,0.032,0.027,0.019,0.019,0.034,0.034,0.019,0.028,0.029,0.041,0.034,0.033,0.024,0.03,0.019,0.027,0.026,0.03,0.021,0.022,0.024,0.026,0.026,0.023,0.03,0.022,0.022,0.022,0.018,0.034,0.029,0.023,0.019,0.027,0.034,0.031,0.047,0.036,0.031,0.029,0.025,0.02,0.026,0.027,0.024,0.034,0.025,0.02,0.022,0.029,0.029,0.032,0.028,0.022,0.026,0.037,
sub-38,0.022,0.03,0.032,0.038,0.043,0.038,0.028,0.027,0.038,0.023,0.026,0.028,0.028,0.034,0.033,0.029,0.042,0.023,0.02,0.031,0.025,0.027,0.021,0.034,0.025,0.021,0.04,0.026,0.023,0.026,0.037,0.037,0.026,0.025,0.027,0.024,0.034,0.029,0.023,0.024,0.029,0.031,0.036,0.033,0.039,0.031,0.026,0.024,0.029,0.032,0.022,0.028,0.034,0.039,0.037,0.032,0.029,0.034,0.025,0.028,0.032,0.027,0.032,0.038,0.022,0.03,0.029,0.027,0.025,0.024,0.032,0.024,0.02,0.027,0.04,0.025,0.028,0.024,0.037,0.032,0.027,0.031,0.035,0.033,0.03,0.02,0.032,0.023,0.031,0.034,0.031,0.02,0.022,0.034,0.028,0.032,0.026,0.022,0.025,0.035,
sub-39,0.025,0.04,0.03,0.044,0.039,0.032,0.031,0.03,0.035,0.025,0.024,0.042,0.038,0.023,0.027,0.033,0.037,0.026,0.02,0.026,0.022,0.028,0.023,0.027,0.019,0.021,0.029,0.017,0.017,0.024,0.034,0.035,0.033,0.023,0.028,0.021,0.024,0.036,0.019,0.021,0.024,0.025,0.032,0.029,0.032,0.027,0.022,0.024,0.029,0.029,0.022,0.034,0.032,0.04,0.034,0.033,0.03,0.034,0.023,0.027,0.026,0.034,0.022,0.029,0.024,0.027,0.028,0.031,0.029,0.024,0.027,0.025,0.02,0.037,0.026,0.024,0.018,0.023,0.033,0.031,0.042,0.026,0.038,0.033,0.028,0.023,0.034,0.02,0.026,0.038,0.023,0.026,0.017,0.029,0.034,0.034,0.028,0.022,0.033,0.031,
sub-40,0.015,0.038,0.036,0.039,0.04,0.03,0.026,0.03,0.038,0.031,0.023,0.027,0.04,0.031,0.035,0.029,0.032,0.022,0.016,0.037,0.025,0.02,0.019,0.04,0.03,0.017,0.031,0.025,0.013,0.022,0.032,0.035,0.028,0.024,0.022,0.024,0.03,0.021,0.031,0.037,0.028,0.022,0.026,0.029,0.032,0.026,0.023,0.023,0.023,0.03,0.024,0.028,0.027,0.044,0.042,0.029,0.025,0.028,0.021,0.027,0.028,0.022,0.015,0.038,0.023,0.037,0.027,0.028,0.029,0.028,0.028,0.022,0.02,0.027,0.036,0.023,0.018,0.027,0.033,0.038,0.045,0.054,0.03,0.028,0.03,0.027,0.033,0.025,0.026,0.029,0.027,0.025,0.015,0.029,0.031,0.028,0.032,0.021,0.021,0.026,
sub-41,0.02,0.032,0.041,0.03,0.04,0.031,0.022,0.027,0.03,0.027,0.025,0.03,0.024,0.025,0.028,0.023,0.035,0.022,0.022,0.027,0.024,0.018,0.018,0.031,0.025,0.02,0.031,0.024,0.015,0.023,0.033,0.031,0.039,0.019,0.024,0.025,0.026,0.023,0.026,0.026,0.034,0.023,0.032,0.026,0.036,0.028,0.037,0.021,0.025,0.028,0.022,0.03,0.026,0.031,0.039,0.03,0.027,0.025,0.025,0.033,0.027,0.023,0.019,0.031,0.016,0.027,0.028,0.022,0.022,0.02,0.021,0.02,0.018,0.029,0.037,0.027,0.018,0.022,0.032,0.032,0.054,0.029,0.032,0.033,0.024,0.025,0.029,0.025,0.026,0.041,0.029,0.021,0.02,0.029,0.025,0.029,0.026,0.023,0.03,0.027,
sub-42,0.03,0.039,0.044,0.048,0.052,0.042,0.039,0.045,0.037,0.033,0.031,0.033,0.036,0.037,0.029,0.04,0.021,0.026,0.024,0.029,0.032,0.026,0.026,0.036,0.025,0.025,0.028,0.023,0.03,0.032,0.051,0.045,0.038,0.024,0.031,0.025,0.037,0.033,0.031,0.027,0.035,0.036,0.035,0.034,0.043,0.032,0.036,0.028,0.034,0.048,0.04,0.044,0.048,0.049,0.046,0.048,0.036,0.043,0.03,0.034,0.034,0.048,0.032,0.037,0.024,0.031,0.04,0.036,0.03,0.034,0.036,0.036,0.03,0.049,0.052,0.028,0.029,0.036,0.047,0.05,0.061,0.046,0.047,0.037,0.03,0.035,0.038,0.029,0.03,0.028,0.035,0.026,0.03,0.039,0.035,0.035,0.034,0.03,0.042,0.045,
sub-43,0.021,0.031,0.032,0.033,0.037,0.034,0.021,0.026,0.028,0.016,0.024,0.02,0.019,0.022,0.025,0.023,0.022,0.021,0.02,0.026,0.024,0.019,0.015,0.02,0.017,0.02,0.032,0.024,0.028,0.041,0.033,0.027,0.024,0.016,0.02,0.017,0.035,0.018,0.021,0.024,0.029,0.022,0.029,0.031,0.031,0.031,0.02,0.019,0.028,0.032,0.019,0.027,0.022,0.039,0.03,0.026,0.025,0.029,0.016,0.027,0.021,0.017,0.017,0.027,0.016,0.03,0.025,0.016,0.015,0.02,0.032,0.018,0.013,0.019,0.016,0.024,0.022,0.026,0.031,0.031,0.029,0.027,0.029,0.022,0.029,0.022,0.028,0.023,0.027,0.019,0.023,0.014,0.016,0.022,0.028,0.028,0.028,0.02,0.027,0.036,
sub-44,0.019,0.033,0.039,0.046,0.041,0.036,0.028,0.031,0.029,0.025,0.03,0.032,0.029,0.025,0.025,0.025,0.029,0.021,0.024,0.024,0.028,0.021,0.021,0.042,0.028,0.024,0.029,0.023,0.02,0.03,0.039,0.04,0.029,0.022,0.025,0.022,0.031,0.023,0.015,0.022,0.032,0.031,0.03,0.031,0.04,0.029,0.021,0.024,0.028,0.031,0.019,0.032,0.028,0.038,0.04,0.032,0.032,0.031,0.028,0.031,0.031,0.03,0.028,0.033,0.023,0.027,0.031,0.02,0.024,0.029,0.024,0.023,0.02,0.036,0.047,0.029,0.024,0.028,0.037,0.034,0.045,0.031,0.034,0.024,0.03,0.025,0.035,0.02,0.022,0.026,0.034,0.022,0.02,0.036,0.036,0.03,0.027,0.025,0.029,0.029,
sub-45,0.02,0.039,0.038,0.031,0.044,0.03,0.027,0.028,0.032,0.027,0.028,0.033,0.034,0.028,0.028,0.033,0.037,0.022,0.026,0.023,0.023,0.02,0.02,0.036,0.023,0.021,0.024,0.019,0.017,0.03,0.031,0.034,0.033,0.031,0.023,0.019,0.032,0.024,0.027,0.025,0.032,0.026,0.028,0.029,0.031,0.035,0.02,0.021,0.027,0.032,0.022,0.033,0.025,0.039,0.035,0.036,0.027,0.03,0.025,0.028,0.038,0.031,0.029,0.035,0.017,0.025,0.028,0.026,0.021,0.022,0.028,0.021,0.018,0.023,0.042,0.025,0.019,0.021,0.035,0.033,0.043,0.025,0.032,0.023,0.025,0.02,0.026,0.024,0.027,0.03,0.024,0.025,0.022,0.035,0.029,0.03,0.028,0.024,0.029,0.032,
sub-46,0.021,0.032,0.028,0.032,0.039,0.029,0.026,0.027,0.031,0.022,0.027,0.03,0.028,0.024,0.028,0.024,0.033,0.024,0.024,0.024,0.024,0.024,0.021,0.041,0.024,0.021,0.033,0.02,0.017,0.023,0.037,0.034,0.028,0.023,0.024,0.023,0.03,0.029,0.021,0.021,0.025,0.022,0.031,0.031,0.037,0.028,0.024,0.024,0.025,0.029,0.029,0.029,0.025,0.036,0.041,0.034,0.028,0.031,0.023,0.028,0.024,0.026,0.026,0.026,0.019,0.036,0.026,0.019,0.021,0.02,0.026,0.024,0.02,0.023,0.026,0.026,0.017,0.024,0.035,0.033,0.042,0.028,0.034,0.026,0.033,0.02,0.03,0.025,0.031,0.026,0.026,0.024,0.017,0.034,0.031,0.03,0.032,0.022,0.029,0.029,
sub-47,0.031,0.032,0.041,0.042,0.048,0.038,0.029,0.03,0.032,0.031,0.029,0.03,0.036,0.027,0.024,0.03,0.033,0.024,0.015,0.025,0.033,0.022,0.031,0.04,0.03,0.025,0.028,0.027,0.026,0.051,0.038,0.038,0.032,0.026,0.031,0.02,0.034,0.025,0.035,0.032,0.038,0.023,0.03,0.036,0.039,0.037,0.026,0.019,0.023,0.027,0.033,0.034,0.028,0.042,0.038,0.032,0.027,0.034,0.023,0.028,0.031,0.035,0.029,0.034,0.025,0.032,0.025,0.021,0.028,0.021,0.03,0.026,0.019,0.03,0.049,0.028,0.02,0.027,0.036,0.041,0.054,0.027,0.033,0.027,0.026,0.026,0.038,0.028,0.028,0.024,0.032,0.024,0.017,0.03,0.028,0.033,0.035,0.021,0.03,0.028,
sub-48,0.021,0.033,0.039,0.039,0.05,0.029,0.022,0.03,0.039,0.027,0.033,0.03,0.029,0.024,0.031,0.026,0.039,0.026,0.017,0.032,0.021,0.023,0.018,0.038,0.023,0.023,0.028,0.029,0.018,0.022,0.036,0.031,0.023,0.033,0.029,0.023,0.035,0.027,0.033,0.037,0.034,0.025,0.034,0.029,0.04,0.031,0.023,0.02,0.028,0.034,0.022,0.033,0.03,0.036,0.033,0.038,0.027,0.034,0.025,0.031,0.031,0.031,0.027,0.024,0.02,0.029,0.023,0.03,0.027,0.026,0.028,0.026,0.021,0.027,0.036,0.027,0.02,0.029,0.033,0.034,0.052,0.031,0.031,0.026,0.025,0.03,0.03,0.024,0.026,0.021,0.027,0.022,0.028,0.025,0.03,0.03,0.026,0.025,0.028,0.032,
sub-49,0.036,0.035,0.04,0.045,0.049,0.038,0.027,0.03,0.028,0.028,0.029,0.027,0.03,0.045,0.04,0.03,0.047,0.027,0.026,0.035,0.037,0.024,0.024,0.033,0.031,0.024,0.039,0.024,0.025,0.037,0.047,0.053,0.032,0.03,0.039,0.029,0.03,0.032,0.026,0.026,0.029,0.038,0.038,0.037,0.051,0.038,0.034,0.032,0.028,0.03,0.026,0.032,0.029,0.04,0.041,0.039,0.028,0.035,0.025,0.036,0.029,0.037,0.032,0.051,0.027,0.035,0.031,0.035,0.029,0.023,0.038,0.026,0.022,0.036,0.04,0.033,0.027,0.026,0.048,0.044,0.039,0.036,0.048,0.037,0.039,0.043,0.033,0.024,0.03,0.027,0.027,0.022,0.022,0.05,0.041,0.038,0.038,0.035,0.03,0.032,
sub-50,0.028,0.041,0.035,0.035,0.04,0.034,0.03,0.026,0.032,0.022,0.036,0.028,0.024,0.026,0.026,0.031,0.019,0.019,0.024,0.031,0.02,0.024,0.019,0.051,0.027,0.022,0.032,0.021,0.017,0.018,0.033,0.036,0.03,0.019,0.025,0.025,0.024,0.027,0.027,0.045,0.035,0.028,0.029,0.03,0.033,0.028,0.021,0.021,0.027,0.032,0.026,0.028,0.027,0.043,0.035,0.039,0.024,0.032,0.02,0.036,0.033,0.028,0.033,0.031,0.019,0.028,0.023,0.022,0.023,0.02,0.024,0.025,0.02,0.028,0.027,0.023,0.02,0.024,0.038,0.035,0.052,0.024,0.03,0.033,0.029,0.025,0.029,0.023,0.025,0.023,0.025,0.018,0.018,0.03,0.032,0.031,0.027,0.025,0.025,0.034,
sub-51,0.022,0.036,0.035,0.037,0.049,0.035,0.032,0.03,0.034,0.03,0.03,0.026,0.031,0.036,0.029,0.03,0.041,0.023,0.022,0.031,0.024,0.032,0.021,0.026,0.036,0.025,0.026,0.023,0.025,0.04,0.037,0.034,0.03,0.024,0.026,0.03,0.035,0.028,0.027,0.024,0.029,0.022,0.032,0.034,0.035,0.028,0.022,0.021,0.035,0.042,0.027,0.035,0.032,0.043,0.031,0.04,0.03,0.038,0.031,0.032,0.031,0.028,0.029,0.036,0.021,0.03,0.03,0.022,0.025,0.027,0.029,0.022,0.019,0.03,0.046,0.028,0.02,0.031,0.035,0.034,0.026,0.036,0.029,0.027,0.032,0.026,0.037,0.027,0.03,0.032,0.034,0.024,0.023,0.029,0.031,0.031,0.034,0.022,0.036,0.036,
sub-52,0.021,0.03,0.034,0.034,0.048,0.036,0.024,0.026,0.025,0.029,0.028,0.027,0.025,0.022,0.026,0.026,0.037,0.021,0.019,0.026,0.023,0.02,0.023,0.041,0.026,0.023,0.029,0.028,0.018,0.022,0.03,0.032,0.026,0.028,0.027,0.026,0.042,0.028,0.031,0.027,0.032,0.031,0.032,0.037,0.035,0.025,0.025,0.022,0.028,0.026,0.021,0.028,0.031,0.035,0.046,0.033,0.021,0.027,0.021,0.026,0.027,0.021,0.024,0.029,0.022,0.027,0.034,0.02,0.022,0.017,0.024,0.028,0.016,0.033,0.034,0.024,0.019,0.024,0.032,0.031,0.025,0.022,0.03,0.028,0.027,0.023,0.027,0.025,0.029,0.035,0.025,0.019,0.018,0.038,0.029,0.03,0.029,0.023,0.025,0.04,
sub-53,0.026,0.029,0.036,0.036,0.045,0.035,0.027,0.036,0.035,0.031,0.028,0.04,0.037,0.033,0.028,0.031,0.043,0.024,0.033,0.032,0.034,0.024,0.024,0.035,0.029,0.025,0.033,0.023,0.02,0.03,0.035,0.037,0.047,0.028,0.026,0.021,0.034,0.029,0.038,0.032,0.029,0.027,0.033,0.036,0.043,0.029,0.024,0.026,0.033,0.033,0.03,0.036,0.028,0.039,0.043,0.034,0.03,0.027,0.021,0.026,0.029,0.03,0.04,0.038,0.029,0.032,0.027,0.024,0.021,0.025,0.031,0.033,0.023,0.024,0.032,0.026,0.021,0.027,0.037,0.041,0.044,0.032,0.038,0.036,0.037,0.025,0.031,0.024,0.029,0.022,0.031,0.022,0.022,0.035,0.033,0.034,0.032,0.025,0.032,0.032,
sub-992001,0.03,0.036,0.037,0.036,0.046,0.039,0.034,0.029,0.036,0.024,0.03,0.027,0.03,0.027,0.032,0.031,0.028,0.027,0.025,0.03,0.025,0.025,0.022,0.031,0.033,0.018,0.03,0.025,0.017,0.033,0.037,0.046,0.041,0.027,0.029,0.031,0.03,0.031,0.024,0.023,0.03,0.031,0.034,0.039,0.039,0.035,0.027,0.026,0.03,0.033,0.03,0.033,0.034,0.04,0.039,0.039,0.029,0.036,0.021,0.031,0.029,0.033,0.033,0.034,0.016,0.032,0.029,0.028,0.029,0.024,0.03,0.024,0.019,0.028,0.052,0.024,0.027,0.034,0.04,0.042,0.034,0.031,0.036,0.029,0.026,0.023,0.035,0.026,0.027,0.027,0.028,0.029,0.021,0.036,0.032,0.042,0.031,0.024,0.031,0.041,
sub-992002,0.018,0.032,0.032,0.03,0.039,0.031,0.03,0.029,0.029,0.027,0.028,0.025,0.02,0.024,0.031,0.033,0.021,0.019,0.023,0.025,0.026,0.02,0.021,0.025,0.02,0.021,0.029,0.022,0.018,0.025,0.034,0.034,0.03,0.021,0.027,0.024,0.031,0.028,0.021,0.024,0.025,0.024,0.033,0.027,0.031,0.029,0.02,0.023,0.028,0.034,0.019,0.025,0.032,0.036,0.043,0.031,0.026,0.028,0.02,0.025,0.024,0.019,0.028,0.028,0.02,0.034,0.029,0.022,0.02,0.019,0.023,0.023,0.022,0.023,0.023,0.025,0.022,0.032,0.028,0.032,0.027,0.031,0.029,0.025,0.026,0.022,0.041,0.022,0.027,0.021,0.024,0.018,0.018,0.027,0.028,0.031,0.026,0.024,0.026,0.034,
sub-992003,0.021,0.033,0.035,0.045,0.043,0.031,0.033,0.028,0.033,0.031,0.026,0.037,0.032,0.036,0.03,0.029,0.026,0.025,0.022,0.032,0.03,0.024,0.023,0.04,0.03,0.023,0.034,0.027,0.027,0.027,0.041,0.037,0.034,0.028,0.033,0.031,0.033,0.025,0.035,0.03,0.032,0.027,0.039,0.036,0.039,0.036,0.028,0.028,0.03,0.036,0.023,0.029,0.033,0.043,0.041,0.035,0.027,0.032,0.03,0.03,0.036,0.033,0.028,0.042,0.023,0.035,0.035,0.02,0.033,0.032,0.035,0.024,0.023,0.03,0.033,0.027,0.029,0.03,0.039,0.042,0.031,0.028,0.04,0.031,0.033,0.03,0.036,0.033,0.034,0.028,0.036,0.032,0.027,0.034,0.037,0.034,0.035,0.025,0.034,0.042,
sub-992004,0.018,0.029,0.027,0.028,0.042,0.031,0.027,0.025,0.028,0.028,0.025,0.039,0.029,0.027,0.035,0.024,0.027,0.024,0.017,0.031,0.029,0.025,0.022,0.041,0.023,0.022,0.033,0.022,0.021,0.023,0.029,0.034,0.034,0.022,0.029,0.032,0.032,0.024,0.032,0.034,0.028,0.024,0.035,0.028,0.037,0.031,0.026,0.033,0.025,0.03,0.018,0.025,0.027,0.033,0.035,0.027,0.026,0.03,0.022,0.03,0.023,0.037,0.023,0.028,0.015,0.03,0.026,0.016,0.018,0.02,0.028,0.027,0.019,0.035,0.025,0.026,0.02,0.023,0.036,0.036,0.033,0.025,0.039,0.027,0.032,0.021,0.028,0.021,0.03,0.026,0.025,0.015,0.02,0.031,0.036,0.029,0.034,0.027,0.02,0.03,
sub-992006,0.023,0.036,0.034,0.039,0.044,0.032,0.027,0.028,0.031,0.029,0.029,0.03,0.029,0.033,0.032,0.032,0.041,0.023,0.026,0.029,0.024,0.021,0.024,0.041,0.031,0.021,0.025,0.022,0.019,0.026,0.036,0.031,0.032,0.026,0.027,0.024,0.034,0.024,0.022,0.036,0.033,0.03,0.029,0.028,0.034,0.031,0.023,0.024,0.028,0.031,0.02,0.03,0.03,0.048,0.042,0.03,0.025,0.034,0.022,0.026,0.028,0.032,0.022,0.025,0.022,0.031,0.034,0.021,0.026,0.027,0.033,0.021,0.02,0.037,0.032,0.031,0.027,0.024,0.033,0.033,0.035,0.024,0.037,0.033,0.023,0.021,0.034,0.023,0.04,0.024,0.024,0.017,0.026,0.036,0.038,0.034,0.028,0.028,0.039,0.027,
sub-992007,0.034,0.038,0.037,0.037,0.047,0.035,0.021,0.026,0.031,0.027,0.026,0.022,0.023,0.027,0.028,0.027,0.033,0.021,0.022,0.029,0.019,0.017,0.019,0.023,0.027,0.022,0.028,0.026,0.023,0.029,0.033,0.031,0.026,0.024,0.026,0.023,0.032,0.018,0.019,0.024,0.029,0.027,0.031,0.029,0.031,0.036,0.023,0.017,0.024,0.03,0.022,0.028,0.024,0.044,0.033,0.029,0.024,0.035,0.026,0.027,0.021,0.043,0.034,0.03,0.014,0.032,0.022,0.025,0.023,0.022,0.029,0.031,0.02,0.025,0.039,0.023,0.02,0.023,0.035,0.03,0.03,0.026,0.032,0.027,0.029,0.024,0.027,0.022,0.026,0.027,0.026,0.021,0.019,0.029,0.023,0.033,0.026,0.022,0.026,0.034,
sub-992008,0.02,0.034,0.037,0.037,0.047,0.039,0.023,0.026,0.033,0.023,0.031,0.024,0.033,0.037,0.041,0.027,0.03,0.02,0.018,0.03,0.023,0.02,0.017,0.024,0.025,0.021,0.03,0.022,0.016,0.027,0.037,0.035,0.026,0.019,0.025,0.023,0.033,0.022,0.047,0.033,0.025,0.023,0.034,0.03,0.035,0.028,0.022,0.02,0.026,0.034,0.023,0.028,0.027,0.035,0.034,0.038,0.024,0.029,0.024,0.029,0.033,0.035,0.04,0.047,0.023,0.028,0.023,0.02,0.022,0.022,0.025,0.025,0.017,0.038,0.028,0.022,0.016,0.022,0.032,0.038,0.024,0.022,0.034,0.03,0.027,0.023,0.026,0.024,0.028,0.029,0.028,0.022,0.017,0.031,0.032,0.033,0.025,0.021,0.03,0.026,
sub-992009,0.021,0.029,0.029,0.037,0.048,0.03,0.029,0.025,0.026,0.026,0.026,0.027,0.021,0.021,0.028,0.033,0.037,0.021,0.02,0.026,0.02,0.019,0.02,0.047,0.025,0.02,0.028,0.02,0.022,0.021,0.036,0.037,0.034,0.023,0.021,0.023,0.029,0.026,0.023,0.041,0.034,0.022,0.03,0.031,0.033,0.028,0.025,0.026,0.027,0.036,0.026,0.03,0.03,0.035,0.039,0.028,0.027,0.029,0.018,0.032,0.023,0.028,0.022,0.022,0.02,0.028,0.028,0.028,0.021,0.021,0.026,0.027,0.018,0.03,0.034,0.022,0.018,0.023,0.036,0.034,0.056,0.027,0.032,0.022,0.028,0.02,0.025,0.025,0.026,0.039,0.026,0.013,0.016,0.023,0.028,0.03,0.027,0.021,0.025,0.026,
sub-99201,0.034,0.035,0.044,0.039,0.042,0.034,0.03,0.029,0.032,0.032,0.028,0.028,0.024,0.033,0.028,0.028,0.029,0.019,0.028,0.028,0.022,0.021,0.019,0.048,0.024,0.025,0.026,0.019,0.018,0.022,0.039,0.042,0.041,0.02,0.029,0.024,0.031,0.031,0.032,0.042,0.036,0.031,0.031,0.029,0.041,0.024,0.023,0.023,0.028,0.032,0.028,0.037,0.031,0.048,0.038,0.038,0.029,0.032,0.029,0.031,0.029,0.039,0.018,0.026,0.019,0.028,0.028,0.024,0.019,0.025,0.023,0.024,0.017,0.028,0.027,0.029,0.024,0.025,0.038,0.039,0.043,0.028,0.038,0.031,0.032,0.025,0.037,0.026,0.027,0.029,0.031,0.025,0.02,0.036,0.026,0.03,0.024,0.024,0.031,0.036,
sub-992010,0.044,0.04,0.033,0.035,0.045,0.035,0.04,0.03,0.03,0.029,0.03,0.035,0.034,0.024,0.027,0.031,0.03,0.022,0.023,0.034,0.023,0.024,0.02,0.061,0.033,0.03,0.026,0.028,0.02,0.024,0.047,0.042,0.033,0.023,0.03,0.028,0.042,0.032,0.02,0.04,0.038,0.045,0.045,0.038,0.042,0.029,0.025,0.025,0.03,0.035,0.027,0.031,0.037,0.043,0.036,0.036,0.028,0.031,0.028,0.027,0.037,0.03,0.026,0.03,0.021,0.022,0.033,0.033,0.02,0.022,0.024,0.027,0.021,0.038,0.043,0.032,0.018,0.028,0.038,0.041,0.054,0.029,0.051,0.042,0.031,0.028,0.038,0.027,0.03,0.033,0.035,0.033,0.023,0.042,0.042,0.038,0.032,0.024,0.028,0.038,
sub-992011,0.023,0.031,0.036,0.039,0.043,0.03,0.021,0.03,0.034,0.028,0.025,0.033,0.029,0.027,0.025,0.03,0.043,0.022,0.031,0.03,0.028,0.021,0.02,0.048,0.03,0.021,0.034,0.026,0.017,0.043,0.037,0.032,0.037,0.022,0.031,0.029,0.024,0.03,0.027,0.034,0.044,0.024,0.033,0.03,0.035,0.032,0.022,0.022,0.03,0.032,0.02,0.027,0.027,0.036,0.038,0.028,0.028,0.031,0.03,0.03,0.031,0.031,0.031,0.03,0.018,0.025,0.028,0.025,0.022,0.021,0.026,0.021,0.023,0.035,0.045,0.025,0.02,0.024,0.035,0.032,0.041,0.03,0.036,0.031,0.025,0.023,0.025,0.024,0.027,0.024,0.031,0.02,0.026,0.032,0.037,0.034,0.032,0.027,0.029,0.027,
